0, 1
44032, 0
44033, 0
44034, 0
44035, 0
44036, 0
44037, 0
44038, 0
44039, 0
44040, 0
44041, 0
44042, 0
44043, 0
44044, 0
44045, 0
44046, 0
44047, 0
44048, 0
44049, 0
44050, 0
44051, 0
44052, 0
44053, 0
44054, 0
44055, 0
44056, 0
44057, 0
44058, 0
44059, 0
44060, 0
44061, 0
44062, 0
44063, 0
44064, 0
44065, 0
44066, 0
44067, 0
44068, 0
44069, 0
44070, 0
44071, 0
44072, 0
44073, 0
44074, 0
44075, 0
44076, 0
44077, 0
44078, 0
44079, 0
44080, 0
44081, 0
44082, 0
44083, 0
44084, 0
44085, 0
44086, 0
44087, 0
44088, 0
44089, 0
44090, 0
44091, 0
44092, 0
44093, 0
44094, 0
44095, 0
44096, 0
44097, 0
44098, 0
44099, 0
44100, 0
44101, 0
44102, 0
44103, 0
44104, 0
44105, 0
44106, 0
44107, 0
44108, 0
44109, 0
44110, 0
44111, 0
44112, 0
44113, 0
44114, 0
44115, 0
44116, 0
44117, 0
44118, 0
44119, 0
44120, 0
44121, 0
44122, 0
44123, 0
44124, 0
44125, 0
44126, 0
44127, 0
44128, 0
44129, 0
44130, 0
44131, 0
44132, 0
44133, 0
44134, 0
44135, 0
44136, 0
44137, 0
44138, 0
44139, 0
44140, 0
44141, 0
44142, 0
44143, 0
44144, 0
44145, 0
44146, 0
44147, 0
44148, 0
44149, 0
44150, 0
44151, 0
44152, 0
44153, 0
44154, 0
44155, 0
44156, 0
44157, 0
44158, 0
44159, 0
44160, 0
44161, 0
44162, 0
44163, 0
44164, 0
44165, 0
44166, 0
44167, 0
44168, 0
44169, 0
44170, 0
44171, 0
44172, 0
44173, 0
44174, 0
44175, 0
44176, 0
44177, 0
44178, 0
44179, 0
44180, 0
44181, 0
44182, 0
44183, 0
44184, 0
44185, 0
44186, 0
44187, 0
44188, 0
44189, 0
44190, 0
44191, 0
44192, 0
44193, 0
44194, 0
44195, 0
44196, 0
44197, 0
44198, 0
44199, 0
44200, 0
44201, 0
44202, 0
44203, 0
44204, 0
44205, 0
44206, 0
44207, 0
44208, 0
44209, 0
44210, 0
44211, 0
44212, 0
44213, 0
44214, 0
44215, 0
44216, 0
44217, 0
44218, 0
44219, 0
44220, 0
44221, 0
44222, 0
44223, 0
44224, 0
44225, 0
44226, 0
44227, 0
44228, 0
44229, 0
44230, 0
44231, 0
44232, 0
44233, 0
44234, 0
44235, 0
44236, 0
44237, 0
44238, 0
44239, 0
44240, 0
44241, 0
44242, 0
44243, 0
44244, 0
44245, 0
44246, 0
44247, 0
44248, 0
44249, 0
44250, 0
44251, 0
44252, 0
44253, 0
44254, 0
44255, 0
44256, 0
44257, 0
44258, 0
44259, 0
44260, 0
44261, 0
44262, 0
44263, 0
44264, 0
44265, 0
44266, 0
44267, 0
44268, 0
44269, 0
44270, 0
44271, 0
44272, 0
44273, 0
44274, 0
44275, 0
44276, 0
44277, 0
44278, 0
44279, 0
44280, 0
44281, 0
43008, 0
43009, 0
43010, 0
43011, 0
43008, 0
43009, 0
43010, 0
43011, 0
43008, 0
43009, 0
43010, 0
43011, 0
